1.52463	0.122742	-9.55086	
1.55425	0.168324	-9.55937	
1.56539	0.264463	-9.50104	
1.56299	0.332038	-9.48893	
1.51189	0.28007	-9.51113	
1.51388	0.254926	-9.78742	
1.5157	0.264094	-10.0546	
1.59194	0.205181	-10.4759	
1.60886	0.293824	-10.4805	
1.63958	0.19752	-10.573	
1.8049	0.170644	-10.3666	
1.79647	0.178438	-10.1245	
1.77295	0.109839	-10.2556	
1.78709	0.175719	-10.341	
1.55929	0.0890922	-10.4997	
1.74447	0.179726	-10.5035	
1.72889	0.280157	-10.6269	
1.66405	0.259674	-10.6884	
1.54166	0.225703	-10.915	
1.53825	0.224414	-10.8967	
1.5691	0.244254	-10.9584	
1.58787	0.316049	-10.7859	
1.62985	0.296759	-10.6798	
1.69302	0.236624	-10.5398	
1.6979	0.165567	-10.4276	
1.54701	0.30493	-10.2157	
1.53014	0.398761	-9.92527	
1.61633	0.355275	-9.79992	
1.50869	0.307165	-9.88656	
1.46235	0.370266	-9.73687	
1.46115	0.399384	-9.70003	
1.4334	0.339606	-9.79387	
1.52764	0.319108	-9.43092	
1.43681	0.267166	-9.26683	
1.44805	0.218063	-9.11714	
1.56362	0.276395	-8.84916	
1.46695	0.213903	-9.04458	
1.38404	0.151205	-9.37197	
1.42347	0.0583326	-9.49188	
1.38826	-0.0421923	-9.59215	
1.40667	0.0217854	-9.76773	
1.44589	0.0503504	-9.71617	
1.5282	0.0580716	-9.83405	
1.55408	0.069107	-9.63484	
1.64796	0.13758	-9.64844	
1.47705	0.113774	-10.05	
1.60307	0.122064	-10.0789	
1.67623	0.0636391	-10.0276	
1.61622	-0.0660677	-9.94782	
1.62375	-0.0157138	-9.62896	
