1.05587	-0.627676	0.0707358	
1.02969	-0.668886	0.0557639	
1.07167	-0.651346	0.0074638	
1.01376	-0.5881	-0.0158112	
1.00936	-0.588146	-0.00192564	
1.0079	-0.567306	-0.0329996	
1.06943	-0.546388	-0.010129	
1.12512	-0.582758	-0.00123167	
0.552752	-0.180489	-0.183305	
0.521259	-0.19211	-0.1424	
0.556965	-0.159107	-0.12778	
0.546869	-0.1644	-0.0823905	
0.542096	-0.156469	-0.0381224	
0.551562	-0.101561	-0.0219652	
0.574373	-0.0950522	-0.0102392	
0.551009	-0.110948	0.0404244	
0.122597	0.103613	-0.196976	
0.120527	0.139239	-0.226397	
0.143622	0.130549	-0.24841	
0.149076	0.121244	-0.245394	
0.146834	0.126532	-0.185686	
0.153736	0.098124	-0.201658	
0.195718	0.119438	-0.196362	
0.177046	0.121349	-0.186459	
-0.00962808	0.242163	-0.227735	
-0.0466178	0.193837	-0.185619	
-0.0389235	0.197259	-0.212564	
-0.0792868	0.18991	-0.238903	
-0.0882566	0.244758	-0.252633	
-0.040885	0.190841	-0.250446	
-0.00692679	0.258266	-0.271791	
-0.0277453	0.222934	-0.202538	
-0.0505378	0.209478	-0.230182	
-0.0339533	0.220167	-0.23713	
-0.0461768	0.215592	-0.250924	
-0.0273368	0.187517	-0.226021	
0.00307867	0.194721	-0.245237	
0.0283933	0.203928	-0.243082	
0.018862	0.181436	-0.186775	
0.0181217	0.202441	-0.201422	
0.0316103	0.306032	-0.544011	
0.00293048	0.266005	-0.567055	
0.0197909	0.281772	-0.609175	
0.0197736	0.281751	-0.60917	
0.0477096	0.293503	-0.606146	
0.0474504	0.274052	-0.600332	
0.0157984	0.270049	-0.685825	
-0.000559924	0.272241	-0.640248	
0.207709	0.618157	-2.38177	
0.200642	0.628565	-2.35465	
0.202219	0.617734	-2.3488	
0.214047	0.594604	-2.30749	
0.2433	0.589226	-2.26301	
0.275768	0.570093	-2.28302	
0.269258	0.57794	-2.30191	
0.310497	0.580273	-2.42195	
0.53347	0.068893	-3.18243	
0.563987	0.0631189	-3.18473	
0.557601	0.146206	-3.10449	
0.632493	0.22243	-2.96028	
0.690683	0.368147	-2.81677	
0.758166	0.433121	-2.67617	
0.801517	0.459237	-2.63554	
0.794424	0.40243	-2.63674	
1.9981	0.374374	-4.66837	
2.00285	0.382789	-4.75123	
2.03162	0.380542	-4.78192	
1.98292	0.427271	-4.64864	
1.89495	0.469429	-4.54327	
1.83831	0.488086	-4.35736	
1.80886	0.513144	-4.01422	
1.80888	0.513244	-4.01424	
0.82686	-0.343226	-3.38294	
0.787493	-0.421558	-3.4013	
0.716416	-0.472878	-3.37187	
0.601968	-0.530631	-3.26859	
0.454207	-0.45535	-3.10858	
0.434526	-0.449826	-2.95296	
0.452705	-0.354571	-2.80842	
0.523616	-0.225895	-2.6885	
