-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,1,0,0,0,1,1.42646386879411,0,0,-13,0,-108.411254028353,10,76
1,1,2,-1,0,0,0,3.17622187966651e-15,1,0,1.85164010652987,-2.104208729682e-31,-9.46433506926656,-1.85963889976577e-13,-108.411254028353,-58.5487717867187,49.4776850940576
1,1,2,-1,0,0,0,-0,1,0,-1.47965204869023,0,-2.0806822424962,0,108.411254028354,-73.2680728042232,-22.534185309326
1,1,2,0,1,0,0,0,1,1.46842548610602,0,0,-1.88820515931057,0,108.411254028352,-20.6250455785544,-73.8282296610352
1,1,2,0,1,0,0,0,1,1.89381373734787,0,0,-3.22142193429501,0,108.411254028353,50.9805534347664,-57.2449401387138
1,1,2,-1,0,0,0,1.78194168130447e-14,1,0,-1.43183576372577,-3.63787299239787e-31,1.02520049306861,1.34919476918873e-12,-108.411254028357,75.7148667290308,11.9690833485738
1,1,2,0,1,0,0,0,1,1.54478666512144,0,0,-13.0000000004948,0,-108.411254028352,30.837280729622,70.1787868034386
1,1,2,0,1,0,0,0,1,1.69746831954602,0,0,-7.21292525501226,0,-108.411254028353,-42.3919589591949,63.866437317279
1,1,2,-1,0,0,0,-1.14398095240262e-13,1,0,-1.41443692869054,3.54226856472953e-30,-1.49598561259499,8.76818238547194e-12,108.411254028822,-76.6462270814632,-1.16442010322081
1,1,2,0,1,0,0,0,1,1.66467145297691,0,0,-2.57791197694348,0,108.411254028352,-40.4323074972203,-65.1247150508179
1,1,2,0,1,0,6.82610281927826e-15,0,1,1.566418241219,0,-5.40866378273741e-31,-2.30590336204786,4.7243216868346e-13,108.411254028352,32.9548891368276,-69.2096473187041
1,1,2,-1,3.94430452610506e-31,0,0,3.40857173908748e-15,1,0,1.42564763529267,-3.41972532613903e-32,1.64147460054494,2.59199768254265e-13,108.411254028359,76.043512677734,-9.66354901841517
1,1,2,0,1,0,1.12159865436713e-14,0,1,1.84475874748429,0,-1.75256299085278e-31,-12.9999999778386,-6.59131806813611e-13,-108.411254028352,49.218081355358,58.7671716836651
1,1,2,0,-1,0,-1.35498344880354e-14,0,1,1.48168336616807,0,-8.09766196577618e-31,13.0000000001876,9.91409218909934e-13,-108.411254028353,-22.8582269843227,73.1676257584813
1,1,2,-1,-1.23259516440783e-32,0,0,9.53298386410822e-17,1,0,1.46662653226811,1.59559973864959e-33,-0.958359648814377,-7.04666602302481e-15,-108.411254028354,-73.9187868507318,20.2981021407441
1,1,2,-1,0,0,0,1.22463826866796e-14,1,0,-1.90132622266784,2.25217399176601e-31,-2.47205686557509,-6.9827349380958e-13,108.411254028353,-57.0187549805291,-51.2334029756993
1,1,2,0,1,0,0,0,1,1.43285224673462,0,0,-1.74595930247219,0,108.411254028353,12.3040572633111,-75.6611536712279
1,1,2,-1,0,0,0,-7.56398179534159e-16,1,0,1.5418034238699,2.62561881276969e-32,2.15818860106372,-5.3185817282879e-14,108.411254028353,70.3145760023304,-30.5263886107169
1,1,2,-1,0,0,0,5.90607167583197e-15,1,0,-1.70248621523034,6.35013534650233e-32,11.9371477078985,3.76088000613651e-13,-108.411254028353,63.6781978370882,42.6741973588333
